Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
gemini-2.0-flash-thinking-exp-01-21,demographic_0073_choices.csv,40,60,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0074_choices.csv,66.67,33.33,0,6.67,93.33,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0075_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0076_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0077_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0078_choices.csv,26.67,66.67,6.67,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0079_choices.csv,40,60,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0080_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0081_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0082_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0083_choices.csv,60,40,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0084_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0085_choices.csv,66.67,33.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0086_choices.csv,66.67,33.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0087_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0088_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0089_choices.csv,46.67,53.33,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0090_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0091_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0092_choices.csv,40,60,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0093_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0094_choices.csv,46.67,46.67,6.67,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0095_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0096_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0097_choices.csv,33.33,66.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0098_choices.csv,93.33,6.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0099_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0100_choices.csv,66.67,33.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0101_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0102_choices.csv,86.67,13.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0103_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0104_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0105_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0106_choices.csv,40,60,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0107_choices.csv,33.33,66.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0108_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0109_choices.csv,33.33,66.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0110_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0111_choices.csv,46.67,46.67,6.67,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0112_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0113_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0114_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0115_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0116_choices.csv,66.67,26.67,6.67,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0117_choices.csv,40,60,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0118_choices.csv,86.67,13.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0119_choices.csv,66.67,33.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0120_choices.csv,46.67,46.67,6.67,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0121_choices.csv,53.33,46.67,0,6.67,93.33,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0122_choices.csv,66.67,33.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0123_choices.csv,53.33,46.67,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0124_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0125_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0126_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0127_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0128_choices.csv,66.67,33.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0129_choices.csv,66.67,33.33,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0130_choices.csv,53.33,40,6.67,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0131_choices.csv,66.67,26.67,6.67,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0132_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0133_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0134_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0135_choices.csv,53.33,46.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0136_choices.csv,66.67,33.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0137_choices.csv,73.33,26.67,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0138_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0139_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0140_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0141_choices.csv,60,40,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0142_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0143_choices.csv,53.33,46.67,0,0,93.33,6.67
gemini-2.0-flash-thinking-exp-01-21,demographic_0144_choices.csv,46.67,53.33,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0145_choices.csv,80,13.33,6.67,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0146_choices.csv,80,20,0,0,100,0
gemini-2.0-flash-thinking-exp-01-21,demographic_0147_choices.csv,80,20,0,6.67,93.33,0
google_gemma-2-27b-it,demographic_0001_choices.csv,13.33,73.33,13.33,46.67,40,13.33
google_gemma-2-27b-it,demographic_0002_choices.csv,13.33,80,6.67,40,26.67,33.33
google_gemma-2-27b-it,demographic_0003_choices.csv,6.67,86.67,6.67,26.67,33.33,40
google_gemma-2-27b-it,demographic_0004_choices.csv,14.29,78.57,7.14,21.43,35.71,42.86
google_gemma-2-27b-it,demographic_0005_choices.csv,0,86.67,13.33,46.67,33.33,20
google_gemma-2-27b-it,demographic_0006_choices.csv,14.29,71.43,14.29,35.71,28.57,35.71
google_gemma-2-27b-it,demographic_0007_choices.csv,13.33,80,6.67,20,20,60
google_gemma-2-27b-it,demographic_0008_choices.csv,0,80,20,46.67,20,33.33
google_gemma-2-27b-it,demographic_0009_choices.csv,7.14,92.86,0,28.57,7.14,64.29
google_gemma-2-27b-it,demographic_0010_choices.csv,28.57,64.29,7.14,28.57,21.43,50
google_gemma-2-27b-it,demographic_0011_choices.csv,20,60,20,40,20,40
google_gemma-2-27b-it,demographic_0012_choices.csv,35.71,64.29,0,14.29,42.86,42.86
google_gemma-2-27b-it,demographic_0013_choices.csv,21.43,71.43,7.14,35.71,21.43,42.86
google_gemma-2-27b-it,demographic_0014_choices.csv,0,86.67,13.33,33.33,13.33,53.33
google_gemma-2-27b-it,demographic_0015_choices.csv,20,66.67,13.33,26.67,33.33,40
google_gemma-2-27b-it,demographic_0016_choices.csv,46.67,40,13.33,46.67,13.33,40
google_gemma-2-27b-it,demographic_0017_choices.csv,20,73.33,6.67,40,20,40
google_gemma-2-27b-it,demographic_0018_choices.csv,20,80,0,46.67,13.33,40
google_gemma-2-27b-it,demographic_0019_choices.csv,0,86.67,13.33,46.67,20,33.33
google_gemma-2-27b-it,demographic_0020_choices.csv,0,84.62,15.38,15.38,53.85,30.77
google_gemma-2-27b-it,demographic_0021_choices.csv,20,73.33,6.67,26.67,13.33,60
google_gemma-2-27b-it,demographic_0022_choices.csv,35.71,64.29,0,21.43,35.71,42.86
google_gemma-2-27b-it,demographic_0023_choices.csv,0,93.33,6.67,13.33,40,46.67
google_gemma-2-27b-it,demographic_0024_choices.csv,13.33,86.67,0,26.67,26.67,46.67
google_gemma-2-27b-it,demographic_0025_choices.csv,6.67,80,13.33,20,60,20
google_gemma-2-27b-it,demographic_0026_choices.csv,26.67,73.33,0,20,33.33,46.67
google_gemma-2-27b-it,demographic_0027_choices.csv,26.67,73.33,0,46.67,6.67,46.67
google_gemma-2-27b-it,demographic_0028_choices.csv,7.69,46.15,46.15,30.77,38.46,30.77
google_gemma-2-27b-it,demographic_0029_choices.csv,20,73.33,6.67,20,26.67,53.33
google_gemma-2-27b-it,demographic_0030_choices.csv,13.33,66.67,20,40,20,40
google_gemma-2-27b-it,demographic_0031_choices.csv,0,85.71,14.29,28.57,28.57,42.86
google_gemma-2-27b-it,demographic_0032_choices.csv,0,86.67,13.33,33.33,40,26.67
google_gemma-2-27b-it,demographic_0033_choices.csv,13.33,73.33,13.33,33.33,46.67,20
google_gemma-2-27b-it,demographic_0034_choices.csv,6.67,80,13.33,40,13.33,46.67
google_gemma-2-27b-it,demographic_0035_choices.csv,13.33,66.67,20,26.67,26.67,46.67
google_gemma-2-27b-it,demographic_0036_choices.csv,20,73.33,6.67,26.67,26.67,46.67
google_gemma-2-27b-it,demographic_0037_choices.csv,13.33,73.33,13.33,33.33,33.33,33.33
google_gemma-2-27b-it,demographic_0038_choices.csv,20,73.33,6.67,26.67,26.67,46.67
google_gemma-2-27b-it,demographic_0039_choices.csv,0,85.71,14.29,21.43,42.86,35.71
google_gemma-2-27b-it,demographic_0040_choices.csv,13.33,66.67,20,26.67,20,53.33
google_gemma-2-27b-it,demographic_0041_choices.csv,20,80,0,46.67,6.67,46.67
google_gemma-2-27b-it,demographic_0042_choices.csv,20,66.67,13.33,26.67,6.67,66.67
google_gemma-2-27b-it,demographic_0043_choices.csv,0,86.67,13.33,46.67,20,33.33
google_gemma-2-27b-it,demographic_0044_choices.csv,14.29,64.29,21.43,28.57,35.71,35.71
google_gemma-2-27b-it,demographic_0045_choices.csv,6.67,73.33,20,40,40,20
google_gemma-2-27b-it,demographic_0046_choices.csv,13.33,80,6.67,33.33,26.67,40
google_gemma-2-27b-it,demographic_0047_choices.csv,20,73.33,6.67,33.33,26.67,40
google_gemma-2-27b-it,demographic_0048_choices.csv,21.43,78.57,0,28.57,28.57,42.86
google_gemma-2-27b-it,demographic_0049_choices.csv,0,80,20,40,33.33,26.67
google_gemma-2-27b-it,demographic_0050_choices.csv,26.67,60,13.33,26.67,40,33.33
google_gemma-2-27b-it,demographic_0051_choices.csv,28.57,64.29,7.14,21.43,21.43,57.14
google_gemma-2-27b-it,demographic_0052_choices.csv,7.69,76.92,15.38,38.46,15.38,46.15
google_gemma-2-27b-it,demographic_0053_choices.csv,13.33,66.67,20,20,13.33,66.67
google_gemma-2-27b-it,demographic_0054_choices.csv,20,73.33,6.67,53.33,26.67,20
google_gemma-2-27b-it,demographic_0055_choices.csv,6.67,80,13.33,46.67,13.33,40
google_gemma-2-27b-it,demographic_0056_choices.csv,20,66.67,13.33,20,13.33,66.67
google_gemma-2-27b-it,demographic_0057_choices.csv,33.33,46.67,20,26.67,20,53.33
google_gemma-2-27b-it,demographic_0058_choices.csv,6.67,73.33,20,20,26.67,53.33
google_gemma-2-27b-it,demographic_0059_choices.csv,33.33,60,6.67,33.33,13.33,53.33
google_gemma-2-27b-it,demographic_0060_choices.csv,38.46,46.15,15.38,46.15,15.38,38.46
google_gemma-2-27b-it,demographic_0061_choices.csv,0,86.67,13.33,33.33,26.67,40
google_gemma-2-27b-it,demographic_0062_choices.csv,13.33,80,6.67,33.33,40,26.67
google_gemma-2-27b-it,demographic_0063_choices.csv,6.67,86.67,6.67,20,40,40
google_gemma-2-27b-it,demographic_0064_choices.csv,6.67,86.67,6.67,33.33,40,26.67
google_gemma-2-27b-it,demographic_0065_choices.csv,13.33,80,6.67,53.33,20,26.67
google_gemma-2-27b-it,demographic_0066_choices.csv,26.67,53.33,20,40,6.67,53.33
google_gemma-2-27b-it,demographic_0067_choices.csv,6.67,86.67,6.67,20,26.67,53.33
google_gemma-2-27b-it,demographic_0068_choices.csv,6.67,66.67,26.67,40,20,40
google_gemma-2-27b-it,demographic_0069_choices.csv,6.67,93.33,0,26.67,33.33,40
google_gemma-2-27b-it,demographic_0070_choices.csv,6.67,86.67,6.67,26.67,33.33,40
google_gemma-2-27b-it,demographic_0071_choices.csv,20,66.67,13.33,26.67,13.33,60
google_gemma-2-27b-it,demographic_0072_choices.csv,13.33,73.33,13.33,26.67,26.67,46.67
google_gemma-2-27b-it,demographic_0073_choices.csv,6.67,86.67,6.67,26.67,6.67,66.67
google_gemma-2-27b-it,demographic_0074_choices.csv,30.77,69.23,0,46.15,15.38,38.46
google_gemma-2-27b-it,demographic_0075_choices.csv,13.33,60,26.67,13.33,33.33,53.33
google_gemma-2-27b-it,demographic_0076_choices.csv,20,66.67,13.33,40,33.33,26.67
google_gemma-2-27b-it,demographic_0077_choices.csv,7.69,84.62,7.69,23.08,46.15,30.77
google_gemma-2-27b-it,demographic_0078_choices.csv,6.67,73.33,20,6.67,40,53.33
google_gemma-2-27b-it,demographic_0079_choices.csv,14.29,57.14,28.57,28.57,14.29,57.14
google_gemma-2-27b-it,demographic_0080_choices.csv,14.29,71.43,14.29,14.29,42.86,42.86
google_gemma-2-27b-it,demographic_0081_choices.csv,20,66.67,13.33,33.33,26.67,40
google_gemma-2-27b-it,demographic_0082_choices.csv,21.43,71.43,7.14,42.86,21.43,35.71
google_gemma-2-27b-it,demographic_0083_choices.csv,7.14,78.57,14.29,35.71,7.14,57.14
google_gemma-2-27b-it,demographic_0084_choices.csv,13.33,86.67,0,40,26.67,33.33
google_gemma-2-27b-it,demographic_0085_choices.csv,6.67,80,13.33,20,33.33,46.67
google_gemma-2-27b-it,demographic_0086_choices.csv,13.33,80,6.67,26.67,40,33.33
google_gemma-2-27b-it,demographic_0087_choices.csv,20,53.33,26.67,6.67,20,73.33
google_gemma-2-27b-it,demographic_0088_choices.csv,26.67,33.33,40,40,33.33,26.67
google_gemma-2-27b-it,demographic_0089_choices.csv,13.33,80,6.67,13.33,20,66.67
google_gemma-2-27b-it,demographic_0090_choices.csv,40,60,0,26.67,26.67,46.67
google_gemma-2-27b-it,demographic_0091_choices.csv,6.67,73.33,20,46.67,13.33,40
google_gemma-2-27b-it,demographic_0092_choices.csv,20,73.33,6.67,33.33,40,26.67
google_gemma-2-27b-it,demographic_0093_choices.csv,20,46.67,33.33,46.67,40,13.33
google_gemma-2-27b-it,demographic_0094_choices.csv,6.67,93.33,0,33.33,46.67,20
google_gemma-2-27b-it,demographic_0095_choices.csv,26.67,66.67,6.67,26.67,40,33.33
google_gemma-2-27b-it,demographic_0096_choices.csv,28.57,64.29,7.14,28.57,21.43,50
google_gemma-2-27b-it,demographic_0097_choices.csv,33.33,66.67,0,33.33,6.67,60
google_gemma-2-27b-it,demographic_0098_choices.csv,20,73.33,6.67,46.67,33.33,20
google_gemma-2-27b-it,demographic_0099_choices.csv,0,80,20,46.67,13.33,40
google_gemma-2-27b-it,demographic_0100_choices.csv,13.33,66.67,20,20,13.33,66.67
google_gemma-2-27b-it,demographic_0101_choices.csv,15.38,76.92,7.69,30.77,30.77,38.46
google_gemma-2-27b-it,demographic_0102_choices.csv,0,80,20,40,20,40
google_gemma-2-27b-it,demographic_0103_choices.csv,6.67,93.33,0,6.67,33.33,60
google_gemma-2-27b-it,demographic_0104_choices.csv,0,100,0,13.33,53.33,33.33
google_gemma-2-27b-it,demographic_0105_choices.csv,13.33,86.67,0,26.67,33.33,40
gpt-4o,temp_demographic_0001.csv,40,46.67,13.33,66.67,33.33,0
gpt-4o,temp_demographic_0002.csv,46.67,46.67,6.67,80,20,0
gpt-4o,temp_demographic_0003.csv,53.33,46.67,0,86.67,13.33,0
gpt-4o,temp_demographic_0004.csv,73.33,20,6.67,80,20,0
gpt-4o,temp_demographic_0005.csv,46.67,46.67,6.67,73.33,26.67,0
gpt-4o,temp_demographic_0006.csv,66.67,26.67,6.67,53.33,46.67,0
gpt-4o,temp_demographic_0007.csv,66.67,33.33,0,93.33,6.67,0
gpt-4o,temp_demographic_0008.csv,60,26.67,13.33,86.67,13.33,0
gpt-4o,temp_demographic_0009.csv,60,26.67,13.33,66.67,26.67,6.67
gpt-4o,temp_demographic_0010.csv,60,33.33,6.67,86.67,6.67,6.67
gpt-4o,temp_demographic_0011.csv,40,60,0,93.33,6.67,0
gpt-4o,temp_demographic_0012.csv,73.33,20,6.67,80,20,0
gpt-4o,temp_demographic_0013.csv,60,33.33,6.67,73.33,20,6.67
gpt-4o,temp_demographic_0014.csv,60,33.33,6.67,86.67,13.33,0
gpt-4o,temp_demographic_0015.csv,53.33,20,26.67,86.67,13.33,0
gpt-4o,temp_demographic_0016.csv,86.67,13.33,0,80,20,0
gpt-4o,temp_demographic_0017.csv,80,13.33,6.67,86.67,6.67,6.67
gpt-4o,temp_demographic_0018.csv,66.67,26.67,6.67,80,20,0
gpt-4o,temp_demographic_0019.csv,66.67,26.67,6.67,86.67,6.67,6.67
gpt-4o,temp_demographic_0020.csv,80,20,0,66.67,33.33,0
gpt-4o,temp_demographic_0021.csv,53.33,33.33,13.33,93.33,6.67,0
gpt-4o,temp_demographic_0022.csv,60,33.33,6.67,73.33,26.67,0
gpt-4o,temp_demographic_0023.csv,80,20,0,73.33,20,6.67
gpt-4o,temp_demographic_0024.csv,53.33,46.67,0,80,20,0
gpt-4o,temp_demographic_0025.csv,40,53.33,6.67,80,13.33,6.67
gpt-4o,temp_demographic_0026.csv,40,53.33,6.67,73.33,20,6.67
gpt-4o,temp_demographic_0027.csv,80,20,0,73.33,26.67,0
gpt-4o,temp_demographic_0028.csv,80,13.33,6.67,93.33,6.67,0
gpt-4o,temp_demographic_0029.csv,46.67,53.33,0,53.33,46.67,0
gpt-4o,temp_demographic_0030.csv,46.67,46.67,6.67,93.33,0,6.67
gpt-4o,temp_demographic_0031.csv,73.33,26.67,0,80,13.33,6.67
gpt-4o,temp_demographic_0032.csv,60,26.67,13.33,80,20,0
gpt-4o,temp_demographic_0033.csv,73.33,13.33,13.33,80,20,0
gpt-4o,temp_demographic_0034.csv,53.33,40,6.67,86.67,6.67,6.67
gpt-4o,temp_demographic_0035.csv,86.67,13.33,0,86.67,13.33,0
gpt-4o,temp_demographic_0036.csv,66.67,33.33,0,80,13.33,6.67
gpt-4o,temp_demographic_0037.csv,66.67,26.67,6.67,66.67,33.33,0
gpt-4o,temp_demographic_0038.csv,66.67,33.33,0,80,20,0
gpt-4o,temp_demographic_0039.csv,60,33.33,6.67,73.33,6.67,20
gpt-4o,temp_demographic_0040.csv,66.67,33.33,0,73.33,26.67,0
gpt-4o,temp_demographic_0041.csv,40,33.33,26.67,86.67,13.33,0
gpt-4o,temp_demographic_0042.csv,33.33,66.67,0,86.67,6.67,6.67
gpt-4o,temp_demographic_0043.csv,46.67,40,13.33,80,20,0
gpt-4o,temp_demographic_0044.csv,80,20,0,86.67,13.33,0
gpt-4o,temp_demographic_0045.csv,40,60,0,73.33,13.33,13.33
gpt-4o,temp_demographic_0046.csv,66.67,26.67,6.67,86.67,13.33,0
gpt-4o,temp_demographic_0047.csv,66.67,20,13.33,73.33,26.67,0
gpt-4o,temp_demographic_0048.csv,73.33,26.67,0,86.67,13.33,0
gpt-4o,temp_demographic_0049.csv,73.33,26.67,0,86.67,13.33,0
gpt-4o,temp_demographic_0050.csv,66.67,33.33,0,66.67,33.33,0
gpt-4o,temp_demographic_0051.csv,66.67,26.67,6.67,86.67,13.33,0
gpt-4o,temp_demographic_0052.csv,60,40,0,53.33,46.67,0
gpt-4o,temp_demographic_0053.csv,60,40,0,73.33,26.67,0
gpt-4o,temp_demographic_0054.csv,53.33,33.33,13.33,66.67,33.33,0
gpt-4o,temp_demographic_0055.csv,66.67,26.67,6.67,73.33,20,6.67
gpt-4o,temp_demographic_0056.csv,53.33,33.33,13.33,73.33,26.67,0
gpt-4o,temp_demographic_0057.csv,60,40,0,73.33,26.67,0
gpt-4o,temp_demographic_0058.csv,86.67,13.33,0,80,13.33,6.67
gpt-4o,temp_demographic_0059.csv,46.67,40,13.33,73.33,26.67,0
gpt-4o,temp_demographic_0060.csv,73.33,20,6.67,73.33,26.67,0
gpt-4o,temp_demographic_0061.csv,66.67,20,13.33,86.67,6.67,6.67
gpt-4o,temp_demographic_0062.csv,73.33,20,6.67,66.67,33.33,0
gpt-4o,temp_demographic_0063.csv,60,33.33,6.67,66.67,26.67,6.67
gpt-4o,temp_demographic_0064.csv,73.33,20,6.67,80,20,0
gpt-4o,temp_demographic_0065.csv,60,40,0,60,40,0
gpt-4o,temp_demographic_0066.csv,66.67,26.67,6.67,73.33,26.67,0
gpt-4o,temp_demographic_0067.csv,60,33.33,6.67,86.67,13.33,0
gpt-4o,temp_demographic_0068.csv,73.33,20,6.67,93.33,6.67,0
gpt-4o,temp_demographic_0069.csv,53.33,26.67,20,86.67,0,13.33
gpt-4o,temp_demographic_0070.csv,46.67,53.33,0,93.33,6.67,0
gpt-4o,temp_demographic_0071.csv,60,40,0,80,20,0
gpt-4o,temp_demographic_0072.csv,73.33,26.67,0,86.67,6.67,6.67
gpt-4o,temp_demographic_0073.csv,46.67,53.33,0,86.67,13.33,0
gpt-4o,temp_demographic_0074.csv,86.67,6.67,6.67,73.33,20,6.67
gpt-4o,temp_demographic_0075.csv,73.33,26.67,0,80,13.33,6.67
gpt-4o,temp_demographic_0076.csv,60,33.33,6.67,86.67,6.67,6.67
gpt-4o,temp_demographic_0077.csv,80,13.33,6.67,93.33,6.67,0
gpt-4o,temp_demographic_0078.csv,40,53.33,6.67,73.33,26.67,0
gpt-4o,temp_demographic_0079.csv,66.67,20,13.33,93.33,6.67,0
gpt-4o,temp_demographic_0080.csv,53.33,33.33,13.33,100,0,0
gpt-4o,temp_demographic_0081.csv,60,40,0,100,0,0
gpt-4o,temp_demographic_0082.csv,66.67,26.67,6.67,93.33,6.67,0
gpt-4o,temp_demographic_0083.csv,53.33,33.33,13.33,100,0,0
gpt-4o,temp_demographic_0084.csv,73.33,26.67,0,86.67,13.33,0
gpt-4o,temp_demographic_0085.csv,73.33,26.67,0,93.33,6.67,0
gpt-4o,temp_demographic_0086.csv,73.33,20,6.67,86.67,13.33,0
gpt-4o,temp_demographic_0087.csv,66.67,20,13.33,93.33,6.67,0
gpt-4o,temp_demographic_0088.csv,73.33,20,6.67,66.67,33.33,0
gpt-4o,temp_demographic_0089.csv,53.33,40,6.67,86.67,13.33,0
gpt-4o,temp_demographic_0090.csv,60,40,0,93.33,6.67,0
gpt-4o,temp_demographic_0091.csv,73.33,26.67,0,86.67,6.67,6.67
gpt-4o,temp_demographic_0092.csv,93.33,0,6.67,80,20,0
gpt-4o,temp_demographic_0093.csv,66.67,20,13.33,73.33,13.33,13.33
gpt-4o,temp_demographic_0094.csv,40,60,0,60,40,0
gpt-4o,temp_demographic_0095.csv,73.33,26.67,0,86.67,13.33,0
gpt-4o,temp_demographic_0096.csv,66.67,26.67,6.67,86.67,13.33,0
gpt-4o,temp_demographic_0097.csv,73.33,20,6.67,73.33,26.67,0
gpt-4o,temp_demographic_0098.csv,40,46.67,13.33,93.33,0,6.67
gpt-4o,temp_demographic_0099.csv,80,20,0,80,20,0
gpt-4o,temp_demographic_0100.csv,66.67,20,13.33,86.67,13.33,0
gpt-4o,temp_demographic_0101.csv,60,26.67,13.33,86.67,13.33,0
gpt-4o,temp_demographic_0102.csv,60,40,0,86.67,13.33,0
gpt-4o,temp_demographic_0103.csv,66.67,26.67,6.67,80,20,0
gpt-4o,temp_demographic_0104.csv,86.67,13.33,0,86.67,13.33,0
gpt-4o,temp_demographic_0105.csv,60,40,0,80,20,0
internlm_internlm2_5-20b-chat,demographic_0001_choices.csv,35.71,35.71,28.57,28.57,57.14,14.29
internlm_internlm2_5-20b-chat,demographic_0002_choices.csv,46.67,46.67,6.67,40,20,40
internlm_internlm2_5-20b-chat,demographic_0003_choices.csv,40,46.67,13.33,53.33,20,26.67
internlm_internlm2_5-20b-chat,demographic_0004_choices.csv,6.67,60,33.33,33.33,40,26.67
internlm_internlm2_5-20b-chat,demographic_0005_choices.csv,26.67,46.67,26.67,13.33,46.67,40
internlm_internlm2_5-20b-chat,demographic_0006_choices.csv,26.67,33.33,40,20,20,60
internlm_internlm2_5-20b-chat,demographic_0007_choices.csv,46.67,40,13.33,33.33,20,46.67
internlm_internlm2_5-20b-chat,demographic_0008_choices.csv,40,33.33,26.67,20,40,40
internlm_internlm2_5-20b-chat,demographic_0009_choices.csv,60,20,20,26.67,46.67,26.67
internlm_internlm2_5-20b-chat,demographic_0010_choices.csv,28.57,57.14,14.29,21.43,28.57,50
internlm_internlm2_5-20b-chat,demographic_0011_choices.csv,21.43,50,28.57,42.86,28.57,28.57
internlm_internlm2_5-20b-chat,demographic_0012_choices.csv,46.67,33.33,20,60,20,20
internlm_internlm2_5-20b-chat,demographic_0013_choices.csv,33.33,46.67,20,40,13.33,46.67
internlm_internlm2_5-20b-chat,demographic_0014_choices.csv,20,53.33,26.67,40,26.67,33.33
internlm_internlm2_5-20b-chat,demographic_0015_choices.csv,33.33,60,6.67,26.67,20,53.33
internlm_internlm2_5-20b-chat,demographic_0016_choices.csv,40,33.33,26.67,20,40,40
internlm_internlm2_5-20b-chat,demographic_0017_choices.csv,13.33,73.33,13.33,26.67,40,33.33
internlm_internlm2_5-20b-chat,demographic_0018_choices.csv,23.08,69.23,7.69,38.46,30.77,30.77
internlm_internlm2_5-20b-chat,demographic_0019_choices.csv,20,46.67,33.33,20,46.67,33.33
internlm_internlm2_5-20b-chat,demographic_0020_choices.csv,53.33,33.33,13.33,20,33.33,46.67
internlm_internlm2_5-20b-chat,demographic_0021_choices.csv,33.33,33.33,33.33,26.67,33.33,40
internlm_internlm2_5-20b-chat,demographic_0022_choices.csv,26.67,33.33,40,26.67,33.33,40
internlm_internlm2_5-20b-chat,demographic_0023_choices.csv,20,60,20,20,26.67,53.33
